insured_name,cedent_name,country,currency,exposure,total_ceded_by_cedent,ceded_to_reinsurer,retained_by_cedant,policy_inception_date,policy_expiry_date,exclusion_status,exclusion_reason
EASYJET,SCOR,USA,USD,80478696.4,41640620.3,39634908.5,38838076.1,2024-05-06,2026-05-06,included,
JAPAN AIRLINES,MUNICH RE,UK,GBP,77099920.9,13787227.9,13102461.1,63312693.0,2024-09-09,2026-09-09,excluded,War Risk Exclusion
THAI AIRWAYS,ALLIANZ,Germany,EUR,44462914.0,12197151.7,11998239.8,32265762.3,2024-04-29,2025-04-29,excluded,War Risk Exclusion
CHINA SOUTHERN,GENERALI,Germany,EUR,55483411.8,12238077.3,11879871.5,43245334.5,2024-10-10,2026-10-10,included,
SINGAPORE AIRLINES,AXA,USA,USD,46281542.6,13413699.1,13081220.3,32867843.5,2024-03-10,2025-03-10,included,
AMERICAN AIRLINES,HANNOVER RE,UK,GBP,73566699.9,38854300.8,37424750.3,34712399.1,2024-05-01,2026-05-01,included,
QATAR AIRWAYS,ZURICH,Germany,EUR,65086501.4,57521690.1,55708301.1,7564811.3,2024-02-21,2025-02-20,excluded,Terrorism Exclusion
ALASKA AIRLINES,ALLIANZ,Switzerland,CHF,96629557.0,75332490.3,72635715.6,21297066.7,2024-07-18,2025-07-18,included,
AIR CHINA,MUNICH RE,UK,GBP,97045770.0,33947086.6,32752914.1,63098683.4,2024-06-26,2026-06-26,included,
ALASKA AIRLINES,BERKSHIRE HATHAWAY,Switzerland,CHF,34663746.9,25712712.5,24942694.2,8951034.4,2024-09-25,2026-09-25,included,
AIR FRANCE-KLM,GENERALI,Austria,EUR,66805502.8,35651143.9,34085228.8,31154358.9,2024-06-18,2026-06-18,included,
AIR CHINA,ALLIANZ,Switzerland,CHF,55332839.1,30152494.1,29285230.6,25180345.1,2024-08-14,2025-08-14,included,
AIR CHINA,SCOR,Germany,EUR,19501304.1,16013540.2,15427546.7,3487763.9,2024-01-29,2026-01-28,included,
EMIRATES AIRLINES,ALLIANZ,Austria,EUR,74278021.0,18639141.9,18152563.3,55638879.2,2024-12-26,2026-12-26,included,
RYANAIR,ALLIANZ,Switzerland,CHF,63206731.3,21451542.0,20862042.7,41755189.3,2024-09-26,2025-09-26,included,
MALAYSIA AIRLINES,GENERALI,Austria,EUR,66630364.9,9804641.0,9518697.4,56825723.9,2024-01-19,2026-01-18,excluded,War Risk Exclusion
AIR CHINA,AXA,UK,GBP,28882389.0,19542660.6,18600820.9,9339728.4,2024-04-24,2026-04-24,excluded,Pandemic Exclusion
EMIRATES AIRLINES,CHUBB,USA,USD,13599055.0,10561435.3,10241910.1,3037619.7,2024-01-19,2025-01-18,included,
SPIRIT AIRLINES,GENERALI,France,EUR,47762093.7,8753647.4,8369272.6,39008446.4,2024-04-22,2025-04-22,excluded,Cyber Risk Exclusion
FRONTIER AIRLINES,BERKSHIRE HATHAWAY,USA,USD,84171124.6,32471826.0,30903395.7,51699298.7,2024-07-26,2026-07-26,included,
JAPAN AIRLINES,GENERALI,France,EUR,18720378.5,10683466.2,10375236.2,8036912.3,2024-05-27,2026-05-27,excluded,Cyber Risk Exclusion
CHINA SOUTHERN,AXA,UK,GBP,49393110.8,37460734.6,36939545.9,11932376.3,2024-11-21,2025-11-21,included,
CHINA EASTERN,MUNICH RE,USA,USD,37160422.3,25938418.3,25635749.1,11222003.9,2024-06-17,2025-06-17,included,
BRITISH AIRWAYS,GENERALI,France,EUR,99969689.9,84305500.0,82379987.2,15664189.9,2024-06-06,2025-06-06,excluded,War Risk Exclusion
AIR CHINA,SWISS RE,USA,USD,63245103.6,16899697.7,16345116.7,46345405.9,2024-11-23,2025-11-23,included,
CATHAY PACIFIC,HANNOVER RE,USA,USD,43193918.7,5343289.3,5163443.9,37850629.4,2024-05-03,2026-05-03,included,
JAPAN AIRLINES,ZURICH,Switzerland,CHF,11320262.2,441527.2,430554.6,10878735.0,2024-10-30,2025-10-30,included,
RYANAIR,GENERALI,Germany,EUR,89173502.0,78270672.6,75645934.6,10902829.5,2024-09-23,2026-09-23,included,
EMIRATES AIRLINES,BERKSHIRE HATHAWAY,USA,USD,84058963.4,9034003.0,8636260.4,75024960.4,2024-05-02,2026-05-02,excluded,War Risk Exclusion
AMERICAN AIRLINES,SCOR,UK,GBP,85294600.1,27246348.0,26222928.0,58048252.1,2024-01-19,2026-01-18,included,
AIR CANADA,SWISS RE,USA,USD,69656239.2,49995035.8,49215030.2,19661203.3,2024-07-27,2026-07-27,excluded,War Risk Exclusion
ETIHAD AIRWAYS,GENERALI,Germany,EUR,92398875.4,73687138.9,72549869.0,18711736.5,2024-04-27,2026-04-27,included,
ANA (ALL NIPPON AIRWAYS),GENERALI,Germany,EUR,41700349.1,5573716.3,5421326.2,36126632.8,2024-07-02,2026-07-02,excluded,Nuclear Risk Exclusion
CHINA SOUTHERN,HANNOVER RE,Germany,EUR,23644431.3,9734153.9,9253482.0,13910277.4,2024-11-23,2025-11-23,included,
RYANAIR,HANNOVER RE,USA,USD,96981931.3,37091526.8,36167720.1,59890404.5,2024-03-31,2026-03-31,included,
SOUTHWEST AIRLINES,ALLIANZ,Switzerland,CHF,21735883.4,9066265.5,8814773.6,12669617.9,2024-07-29,2025-07-29,included,
EMIRATES AIRLINES,AXA,Germany,EUR,46545489.2,11230967.7,11045827.4,35314521.5,2024-12-27,2025-12-27,included,
JETBLUE AIRWAYS,ZURICH,Switzerland,CHF,15936928.4,882758.0,859831.3,15054170.4,2024-05-21,2025-05-21,excluded,War Risk Exclusion
ETIHAD AIRWAYS,ALLIANZ,Austria,EUR,85286080.1,14469406.9,14308482.8,70816673.1,2024-07-30,2026-07-30,included,
FRONTIER AIRLINES,SCOR,Germany,EUR,28145372.7,22893923.1,21804191.0,5251449.6,2024-07-05,2025-07-05,included,
BRITISH AIRWAYS,ALLIANZ,USA,USD,64262860.7,4308.3,4115.6,64258552.4,2024-08-23,2026-08-23,included,
QATAR AIRWAYS,SWISS RE,USA,USD,17006201.1,12919415.7,12450249.1,4086785.4,2024-02-15,2026-02-14,included,
SINGAPORE AIRLINES,BERKSHIRE HATHAWAY,Germany,EUR,77937529.3,41000538.2,40430811.9,36936991.1,2024-10-17,2025-10-17,included,
SPIRIT AIRLINES,ZURICH,UK,GBP,21123125.1,13005119.3,12555699.8,8118005.8,2024-03-03,2025-03-03,included,
AIR CHINA,AXA,France,EUR,95396207.8,19802130.8,19390740.2,75594077.1,2024-03-27,2026-03-27,included,
VIRGIN ATLANTIC,MUNICH RE,UK,GBP,76165507.0,28552593.4,27706573.2,47612913.5,2024-10-29,2025-10-29,included,
LUFTHANSA GROUP,ALLIANZ,Austria,EUR,10040864.7,8554041.8,8201228.7,1486822.8,2024-02-08,2026-02-07,excluded,War Risk Exclusion
KOREAN AIR,ALLIANZ,Germany,EUR,91927295.1,74303646.3,70997863.1,17623648.8,2024-10-27,2025-10-27,included,
LUFTHANSA GROUP,HANNOVER RE,France,EUR,86572397.0,27577997.7,26937404.7,58994399.3,2024-06-29,2025-06-29,included,
EASYJET,HANNOVER RE,Germany,EUR,82145021.4,34532275.0,33790874.3,47612746.4,2024-02-20,2026-02-19,included,
AMERICAN AIRLINES,BERKSHIRE HATHAWAY,Germany,EUR,47396809.0,12303606.2,11934250.4,35093202.8,2024-09-15,2025-09-15,included,
BRITISH AIRWAYS,MUNICH RE,UK,GBP,86408017.9,29083968.0,28339065.0,57324049.9,2024-08-28,2025-08-28,included,
CHINA SOUTHERN,CHUBB,UK,GBP,78544399.7,32107618.2,31396524.9,46436781.5,2024-04-18,2025-04-18,included,
SAUDI ARABIAN AIRLINES,ZURICH,USA,USD,91241060.3,58163021.1,57221389.8,33078039.2,2024-11-07,2025-11-07,included,
THAI AIRWAYS,CHUBB,USA,USD,69061977.4,25133507.5,24673258.4,43928469.9,2024-03-08,2026-03-08,included,
FRONTIER AIRLINES,MUNICH RE,Germany,EUR,88465238.8,44592589.3,44036217.2,43872649.5,2024-01-20,2025-01-19,included,
QATAR AIRWAYS,CHUBB,Switzerland,CHF,47443504.2,26854895.1,26502380.5,20588609.1,2024-05-04,2026-05-04,included,
BRITISH AIRWAYS,AXA,Germany,EUR,99237318.0,26399526.3,25919542.0,72837791.7,2024-10-27,2025-10-27,excluded,Nuclear Risk Exclusion
RYANAIR,BERKSHIRE HATHAWAY,Germany,EUR,80150396.9,21769590.3,21329726.6,58380806.6,2024-06-14,2025-06-14,included,
VIRGIN ATLANTIC,ALLIANZ,USA,USD,92394296.5,50961455.0,49413167.3,41432841.5,2024-04-10,2026-04-10,excluded,Pandemic Exclusion
TURKISH AIRLINES,SWISS RE,USA,USD,83747449.3,67820842.2,66305808.2,15926607.1,2024-10-12,2026-10-12,included,
AIR FRANCE-KLM,CHUBB,Switzerland,CHF,27690199.8,340913.6,325453.5,27349286.2,2024-12-19,2026-12-19,excluded,Cyber Risk Exclusion
SINGAPORE AIRLINES,ALLIANZ,Austria,EUR,47067807.9,30906474.0,30344563.5,16161333.9,2024-04-28,2025-04-28,included,
VIRGIN ATLANTIC,AXA,France,EUR,34489045.6,18978112.4,18589815.4,15510933.2,2024-11-19,2026-11-19,included,
THAI AIRWAYS,ALLIANZ,USA,USD,43899125.4,30021834.4,29666868.1,13877291.0,2024-11-06,2026-11-06,included,
DELTA AIR LINES,ALLIANZ,USA,USD,18328689.3,603318.0,579794.1,17725371.3,2024-08-09,2026-08-09,excluded,Cyber Risk Exclusion
SAUDI ARABIAN AIRLINES,SWISS RE,Germany,EUR,70179745.2,1748616.3,1689900.0,68431128.9,2024-03-30,2025-03-30,included,
CATHAY PACIFIC,HANNOVER RE,Germany,EUR,70358220.6,46878746.6,45962329.6,23479474.0,2024-12-25,2026-12-25,excluded,Pandemic Exclusion
AIR CANADA,GENERALI,Germany,EUR,12257002.7,6036723.7,5921250.0,6220279.0,2024-09-29,2026-09-29,included,
SAUDI ARABIAN AIRLINES,SWISS RE,UK,GBP,14156697.0,8849009.7,8684396.7,5307687.3,2024-07-02,2026-07-02,excluded,War Risk Exclusion
AIR CANADA,SWISS RE,Switzerland,CHF,45700899.4,35104395.6,34159833.8,10596503.8,2024-04-09,2025-04-09,excluded,Pandemic Exclusion
AIR CANADA,BERKSHIRE HATHAWAY,USA,USD,27856325.4,2847054.5,2766678.0,25009270.9,2024-07-28,2025-07-28,included,
KOREAN AIR,MUNICH RE,USA,USD,80397243.5,58013802.6,55499156.3,22383440.9,2024-07-28,2025-07-28,excluded,Cyber Risk Exclusion
ANA (ALL NIPPON AIRWAYS),ZURICH,USA,USD,86187736.7,5362236.9,5259310.3,80825499.8,2024-06-04,2026-06-04,included,
VIRGIN ATLANTIC,ALLIANZ,USA,USD,19530195.2,800399.2,788826.5,18729796.0,2024-06-06,2025-06-06,included,
ANA (ALL NIPPON AIRWAYS),SWISS RE,UK,GBP,85214285.8,22169502.8,21892918.2,63044783.0,2024-04-26,2025-04-26,included,
BRITISH AIRWAYS,BERKSHIRE HATHAWAY,USA,USD,39340863.3,35110817.8,34257146.6,4230045.4,2024-04-09,2025-04-09,included,
JAPAN AIRLINES,ZURICH,Germany,EUR,23064610.4,15231813.1,14505174.2,7832797.3,2024-07-15,2025-07-15,included,
EMIRATES AIRLINES,ALLIANZ,Austria,EUR,16194098.1,9525371.6,9236744.4,6668726.4,2024-11-23,2026-11-23,included,
SAUDI ARABIAN AIRLINES,SCOR,UK,GBP,29391605.4,7104656.2,6974411.3,22286949.2,2024-03-03,2025-03-03,included,
ETIHAD AIRWAYS,SCOR,Germany,EUR,10918856.6,7565048.4,7268561.5,3353808.2,2024-05-18,2025-05-18,included,
AIR FRANCE-KLM,BERKSHIRE HATHAWAY,UK,GBP,59307885.6,13371496.7,13128974.4,45936388.9,2024-05-07,2025-05-07,included,
THAI AIRWAYS,SCOR,USA,USD,21012981.6,7021604.8,6901429.5,13991376.8,2024-10-10,2025-10-10,included,
CHINA EASTERN,ALLIANZ,USA,USD,79785809.8,19142447.0,18787865.4,60643362.8,2024-11-13,2026-11-13,included,
AIR CANADA,AXA,USA,USD,94257824.2,33699760.1,33303013.4,60558064.1,2024-08-03,2026-08-03,included,
CHINA EASTERN,GENERALI,Italy,EUR,11208666.9,234746.1,228340.8,10973920.8,2024-12-14,2025-12-14,included,
EASYJET,ZURICH,USA,USD,60674243.2,49226472.9,48235051.5,11447770.3,2024-11-04,2026-11-04,included,
FRONTIER AIRLINES,SCOR,Germany,EUR,98875912.7,42001803.0,41232786.0,56874109.6,2024-08-31,2026-08-31,included,
AMERICAN AIRLINES,BERKSHIRE HATHAWAY,Germany,EUR,39285676.5,32348602.4,31519752.4,6937074.2,2024-12-11,2026-12-11,included,
JAPAN AIRLINES,ALLIANZ,USA,USD,21814170.2,12519840.7,12140622.2,9294329.6,2024-06-23,2026-06-23,included,
FRONTIER AIRLINES,HANNOVER RE,UK,GBP,75534209.4,37240276.6,36765096.3,38293932.9,2024-05-26,2026-05-26,excluded,Terrorism Exclusion
AMERICAN AIRLINES,GENERALI,Germany,EUR,77867789.8,29349493.2,28423065.0,48518296.6,2024-06-07,2025-06-07,excluded,Cyber Risk Exclusion
SAUDI ARABIAN AIRLINES,ZURICH,UK,GBP,91057260.3,78621420.6,76445919.7,12435839.7,2024-04-01,2025-04-01,included,
SPIRIT AIRLINES,HANNOVER RE,France,EUR,43970865.1,22838367.0,21836614.6,21132498.1,2024-08-23,2025-08-23,included,
JETBLUE AIRWAYS,GENERALI,Italy,EUR,80574653.6,15146539.2,14416761.7,65428114.4,2024-10-13,2026-10-13,included,
ANA (ALL NIPPON AIRWAYS),SWISS RE,Germany,EUR,91917972.8,15174551.8,14776214.4,76743421.0,2024-08-20,2026-08-20,included,
TURKISH AIRLINES,SWISS RE,USA,USD,69982095.5,13136370.0,12603870.1,56845725.5,2024-10-29,2026-10-29,included,
TURKISH AIRLINES,BERKSHIRE HATHAWAY,UK,GBP,18059276.8,7662491.4,7491928.2,10396785.3,2024-11-18,2026-11-18,included,
LUFTHANSA GROUP,ZURICH,USA,USD,45528001.4,12723087.1,12402173.1,32804914.3,2024-11-27,2026-11-27,included,
BRITISH AIRWAYS,SCOR,UK,GBP,42310754.8,33848914.6,33150750.8,8461840.2,2024-02-27,2026-02-26,included,
AMERICAN AIRLINES,SWISS RE,Switzerland,CHF,72238891.7,55558196.3,53398295.4,16680695.4,2024-04-28,2026-04-28,included,
RYANAIR,ALLIANZ,Germany,EUR,23478193.8,12296892.1,11714113.1,11181301.8,2024-10-13,2025-10-13,excluded,Terrorism Exclusion
UNITED AIRLINES,ZURICH,USA,USD,19961520.7,6608838.0,6437129.2,13352682.7,2024-12-29,2025-12-29,excluded,Pandemic Exclusion
JAPAN AIRLINES,ZURICH,USA,USD,14667329.3,11078973.9,10555405.3,3588355.4,2024-04-30,2025-04-30,included,
AMERICAN AIRLINES,SCOR,USA,USD,61546891.1,19967055.3,19409950.8,41579835.8,2024-09-17,2025-09-17,included,
EMIRATES AIRLINES,ZURICH,UK,GBP,81569439.0,17597251.4,16861154.1,63972187.6,2024-11-29,2026-11-29,included,
BRITISH AIRWAYS,GENERALI,Germany,EUR,22089640.8,843629.4,812151.8,21246011.3,2024-12-08,2026-12-08,included,
MALAYSIA AIRLINES,HANNOVER RE,UK,GBP,52279586.3,4010719.3,3848685.5,48268867.0,2024-08-03,2026-08-03,excluded,War Risk Exclusion
VIRGIN ATLANTIC,GENERALI,Germany,EUR,24369002.8,21283819.5,20692944.5,3085183.4,2024-02-01,2025-01-31,included,
EASYJET,ALLIANZ,Germany,EUR,14691345.7,6522431.2,6281262.1,8168914.4,2024-09-04,2025-09-04,included,
TURKISH AIRLINES,SWISS RE,USA,USD,36571061.1,4449500.5,4320902.5,32121560.6,2024-07-15,2025-07-15,excluded,Nuclear Risk Exclusion
EASYJET,HANNOVER RE,France,EUR,26034858.9,8197145.8,7818266.6,17837713.1,2024-09-02,2026-09-02,included,
AIR CHINA,ALLIANZ,Germany,EUR,22184740.4,3659194.6,3504025.7,18525545.7,2024-03-25,2026-03-25,included,
LUFTHANSA GROUP,BERKSHIRE HATHAWAY,Germany,EUR,60117100.5,35268253.8,34820722.0,24848846.7,2024-09-16,2025-09-16,included,
SINGAPORE AIRLINES,ALLIANZ,Switzerland,CHF,63846000.9,18127299.7,17548844.9,45718701.2,2024-12-19,2025-12-19,included,
RYANAIR,HANNOVER RE,UK,GBP,95010280.4,35048581.9,34167070.4,59961698.5,2024-07-06,2025-07-06,included,
EASYJET,ZURICH,Switzerland,CHF,79928635.9,57327066.3,56024742.4,22601569.5,2024-10-25,2025-10-25,included,
QATAR AIRWAYS,AXA,UK,GBP,34638024.0,18531641.3,18205515.6,16106382.7,2024-09-25,2026-09-25,included,
CATHAY PACIFIC,BERKSHIRE HATHAWAY,Switzerland,CHF,88333475.1,13042487.6,12677599.2,75290987.5,2024-07-19,2026-07-19,excluded,Nuclear Risk Exclusion
THAI AIRWAYS,ALLIANZ,Switzerland,CHF,90459199.6,78765940.5,75461611.0,11693259.1,2024-11-09,2026-11-09,included,
JETBLUE AIRWAYS,GENERALI,Germany,EUR,98341182.7,18682991.0,17888890.1,79658191.7,2024-09-24,2025-09-24,included,
TURKISH AIRLINES,SWISS RE,Germany,EUR,75340127.1,62005563.8,60325815.2,13334563.3,2024-08-25,2025-08-25,included,
LUFTHANSA GROUP,ZURICH,UK,GBP,98002069.1,49120258.5,47709253.4,48881810.6,2024-04-25,2025-04-25,excluded,Terrorism Exclusion
MALAYSIA AIRLINES,MUNICH RE,Singapore,SGD,25744427.0,21468251.6,20892904.8,4276175.4,2024-09-24,2025-09-24,excluded,Terrorism Exclusion
BRITISH AIRWAYS,ALLIANZ,Switzerland,CHF,98074934.2,80506814.2,76535600.2,17568120.0,2024-02-16,2026-02-15,included,
SAUDI ARABIAN AIRLINES,CHUBB,USA,USD,57904638.4,3075427.2,3043171.5,54829211.2,2024-09-24,2025-09-24,included,
SOUTHWEST AIRLINES,HANNOVER RE,USA,USD,64613510.7,45001484.3,44116242.3,19612026.4,2024-10-05,2025-10-05,included,
SINGAPORE AIRLINES,CHUBB,USA,USD,38768388.2,25582045.5,25274643.7,13186342.6,2024-03-21,2026-03-21,included,
JETBLUE AIRWAYS,SWISS RE,Germany,EUR,90683879.5,5070363.3,4989164.4,85613516.2,2024-11-09,2026-11-09,excluded,Pandemic Exclusion
THAI AIRWAYS,CHUBB,Singapore,SGD,31922643.6,2531011.5,2502802.6,29391632.1,2024-11-15,2026-11-15,included,
CHINA SOUTHERN,ALLIANZ,Switzerland,CHF,69758500.6,23083130.8,22191783.9,46675369.9,2024-05-14,2026-05-14,included,
BRITISH AIRWAYS,CHUBB,USA,USD,55909686.2,10677821.6,10144016.5,45231864.6,2024-03-24,2025-03-24,included,
KOREAN AIR,CHUBB,Singapore,SGD,21734136.4,8817621.6,8412403.6,12916514.9,2024-04-14,2025-04-14,included,
BRITISH AIRWAYS,BERKSHIRE HATHAWAY,UK,GBP,44038200.7,31428381.8,29987744.9,12609818.9,2024-03-14,2026-03-14,excluded,Nuclear Risk Exclusion
AMERICAN AIRLINES,MUNICH RE,Singapore,SGD,41141672.6,27041376.2,26117473.2,14100296.4,2024-03-05,2025-03-05,included,
DELTA AIR LINES,MUNICH RE,USA,USD,47987037.7,17813255.8,17400562.7,30173781.9,2024-11-03,2025-11-03,included,
BRITISH AIRWAYS,HANNOVER RE,Germany,EUR,95217151.8,19302811.0,18649127.0,75914340.8,2024-12-04,2026-12-04,excluded,Cyber Risk Exclusion
UNITED AIRLINES,GENERALI,Germany,EUR,87205577.5,37809139.1,36012607.2,49396438.4,2024-11-25,2026-11-25,included,
ETIHAD AIRWAYS,ZURICH,Germany,EUR,90253192.2,44747074.7,43992218.9,45506117.5,2024-02-16,2026-02-15,included,
QATAR AIRWAYS,CHUBB,USA,USD,82238802.1,17113685.0,16277729.0,65125117.1,2024-03-14,2025-03-14,included,
ANA (ALL NIPPON AIRWAYS),MUNICH RE,Singapore,SGD,54483002.9,14237335.8,14021753.1,40245667.0,2024-08-19,2025-08-19,excluded,Nuclear Risk Exclusion
MALAYSIA AIRLINES,HANNOVER RE,USA,USD,82022519.7,41343333.8,39330894.9,40679185.9,2024-05-03,2025-05-03,included,
ANA (ALL NIPPON AIRWAYS),ZURICH,Switzerland,CHF,94245421.3,55242286.4,53484488.0,39003134.9,2024-10-31,2025-10-31,excluded,Cyber Risk Exclusion
CHINA SOUTHERN,MUNICH RE,Singapore,SGD,28962135.0,25162881.2,24446210.8,3799253.8,2024-04-05,2025-04-05,included,
ANA (ALL NIPPON AIRWAYS),MUNICH RE,UK,GBP,52543714.1,34973265.4,34315876.4,17570448.6,2024-12-23,2025-12-23,excluded,Nuclear Risk Exclusion
JETBLUE AIRWAYS,SWISS RE,Switzerland,CHF,75783585.7,51526880.7,49460502.8,24256704.9,2024-09-08,2025-09-08,included,
EMIRATES AIRLINES,SCOR,USA,USD,14668311.2,23175.7,22890.3,14645135.5,2024-08-16,2026-08-16,included,
BRITISH AIRWAYS,HANNOVER RE,Germany,EUR,30533574.3,8883882.5,8488838.8,21649691.8,2024-07-16,2025-07-16,included,
AIR FRANCE-KLM,SWISS RE,USA,USD,55250347.0,6568366.8,6466901.3,48681980.2,2024-07-16,2026-07-16,excluded,Nuclear Risk Exclusion
SOUTHWEST AIRLINES,ALLIANZ,Austria,EUR,56083588.5,16590681.6,16040138.1,39492906.9,2024-01-04,2025-01-03,included,
SINGAPORE AIRLINES,BERKSHIRE HATHAWAY,USA,USD,63429948.6,38039290.4,36628017.1,25390658.3,2024-07-20,2026-07-20,included,
VIRGIN ATLANTIC,MUNICH RE,UK,GBP,30706166.1,468270.1,458024.9,30237896.0,2024-02-27,2025-02-26,excluded,War Risk Exclusion
QATAR AIRWAYS,MUNICH RE,UK,GBP,33941977.2,13233428.5,13061962.5,20708548.6,2024-09-08,2026-09-08,included,
DELTA AIR LINES,ALLIANZ,Austria,EUR,46432031.9,8225195.2,7963048.8,38206836.8,2024-11-28,2026-11-28,excluded,Nuclear Risk Exclusion
CHINA SOUTHERN,SCOR,Germany,EUR,13265255.0,10811296.1,10529899.8,2453958.9,2024-05-22,2025-05-22,included,
ETIHAD AIRWAYS,SCOR,UK,GBP,70497636.7,54615787.6,54004410.8,15881849.1,2024-10-25,2026-10-25,excluded,Cyber Risk Exclusion
SPIRIT AIRLINES,GENERALI,Germany,EUR,34368866.0,27926204.5,26597488.6,6442661.5,2024-03-26,2025-03-26,included,
SAUDI ARABIAN AIRLINES,MUNICH RE,USA,USD,63810271.6,6783199.9,6653533.6,57027071.7,2024-07-10,2026-07-10,included,
AIR FRANCE-KLM,BERKSHIRE HATHAWAY,Germany,EUR,12004407.5,6264450.3,6005949.1,5739957.2,2024-02-08,2026-02-07,included,
THAI AIRWAYS,ZURICH,Germany,EUR,96661359.1,72775705.6,69660986.3,23885653.4,2024-07-20,2026-07-20,included,
AIR CANADA,CHUBB,Switzerland,CHF,14804544.6,5030772.9,4831584.3,9773771.8,2024-10-29,2026-10-29,included,
SAUDI ARABIAN AIRLINES,MUNICH RE,Singapore,SGD,87938246.8,76321919.7,74943601.8,11616327.1,2024-05-17,2026-05-17,included,
SAUDI ARABIAN AIRLINES,AXA,USA,USD,23217152.2,5336913.3,5086131.9,17880238.9,2024-09-23,2025-09-23,excluded,Terrorism Exclusion
VIRGIN ATLANTIC,CHUBB,Singapore,SGD,43673430.6,3012091.7,2878164.2,40661338.9,2024-06-22,2026-06-22,included,
ANA (ALL NIPPON AIRWAYS),HANNOVER RE,USA,USD,54141340.7,11170572.6,10946094.8,42970768.1,2024-05-08,2026-05-08,included,
AIR CANADA,MUNICH RE,USA,USD,76691579.0,34565507.5,33146731.2,42126071.5,2024-07-08,2025-07-08,included,
AIR CHINA,CHUBB,Singapore,SGD,16735897.8,2796984.9,2685116.2,13938913.0,2024-03-23,2025-03-23,included,
JETBLUE AIRWAYS,SWISS RE,USA,USD,40922983.9,21902461.4,21100053.1,19020522.5,2024-03-24,2026-03-24,included,
DELTA AIR LINES,ZURICH,UK,GBP,11256085.0,9653300.2,9527714.0,1602784.9,2024-02-23,2026-02-22,excluded,Terrorism Exclusion
ETIHAD AIRWAYS,MUNICH RE,USA,USD,92837099.7,30572251.4,29323636.6,62264848.3,2024-04-13,2025-04-13,included,
TURKISH AIRLINES,HANNOVER RE,USA,USD,78043226.8,51012894.9,49194633.8,27030331.9,2024-01-10,2026-01-09,included,
BRITISH AIRWAYS,ALLIANZ,Switzerland,CHF,91480285.2,73089770.7,71076360.5,18390514.5,2024-04-19,2025-04-19,included,
CHINA SOUTHERN,HANNOVER RE,France,EUR,87006678.6,26191301.4,25190957.1,60815377.1,2024-01-13,2025-01-12,included,
SPIRIT AIRLINES,AXA,Germany,EUR,93573503.7,61081091.5,59164771.3,32492412.2,2024-03-09,2026-03-09,included,
ETIHAD AIRWAYS,SCOR,UK,GBP,70982702.1,39574848.0,38011325.4,31407854.1,2024-01-03,2026-01-02,excluded,Pandemic Exclusion
ANA (ALL NIPPON AIRWAYS),ALLIANZ,Germany,EUR,12420116.9,2264373.0,2223150.7,10155743.9,2024-04-09,2025-04-09,included,
RYANAIR,ALLIANZ,Austria,EUR,17816069.9,8298899.2,7994300.9,9517170.7,2024-11-28,2025-11-28,included,
LUFTHANSA GROUP,HANNOVER RE,UK,GBP,29894847.8,10779864.1,10378168.3,19114983.6,2024-12-16,2026-12-16,included,
CHINA SOUTHERN,ZURICH,USA,USD,99551285.7,87560834.8,84592845.1,11990450.8,2024-09-26,2025-09-26,included,
KOREAN AIR,SCOR,Germany,EUR,86870581.5,71655727.1,70431433.7,15214854.4,2024-07-04,2025-07-04,included,
VIRGIN ATLANTIC,MUNICH RE,UK,GBP,54316058.9,2779465.8,2700852.8,51536593.1,2024-06-11,2026-06-11,included,
CATHAY PACIFIC,SCOR,UK,GBP,39360576.9,34606172.9,33020351.7,4754404.0,2024-04-28,2026-04-28,included,
EASYJET,SCOR,France,EUR,93868983.6,44404807.1,43265808.9,49464176.5,2024-08-16,2025-08-16,included,
UNITED AIRLINES,HANNOVER RE,Germany,EUR,95473999.2,30617845.4,29244609.2,64856153.8,2024-02-07,2025-02-06,included,
TURKISH AIRLINES,MUNICH RE,UK,GBP,66150768.7,31027682.0,30110034.0,35123086.7,2024-04-21,2026-04-21,included,
AMERICAN AIRLINES,AXA,USA,USD,22137613.4,12593692.3,12275017.9,9543921.1,2024-03-20,2025-03-20,included,
AMERICAN AIRLINES,CHUBB,Singapore,SGD,91606740.2,1865079.3,1774432.2,89741660.9,2024-09-11,2025-09-11,included,
FRONTIER AIRLINES,GENERALI,Austria,EUR,30706253.6,6763214.4,6551558.0,23943039.3,2024-09-27,2026-09-27,included,
SPIRIT AIRLINES,AXA,USA,USD,50142756.1,19160859.6,18575650.6,30981896.5,2024-08-20,2026-08-20,excluded,Cyber Risk Exclusion
EASYJET,HANNOVER RE,UK,GBP,75759721.6,27123454.9,26390649.0,48636266.7,2024-02-02,2025-02-01,excluded,Terrorism Exclusion
TURKISH AIRLINES,ZURICH,Switzerland,CHF,23854491.7,6755947.2,6644457.9,17098544.4,2024-01-04,2026-01-03,excluded,Nuclear Risk Exclusion
SAUDI ARABIAN AIRLINES,AXA,France,EUR,82412716.8,62284769.5,59482086.5,20127947.3,2024-12-16,2025-12-16,included,
AIR CANADA,SWISS RE,USA,USD,39341835.1,10502144.5,10044348.6,28839690.7,2024-04-08,2025-04-08,included,
JAPAN AIRLINES,AXA,UK,GBP,87255328.5,1131358.0,1115714.2,86123970.5,2024-08-08,2025-08-08,included,
CHINA EASTERN,AXA,Germany,EUR,87686220.2,17549860.4,17120826.4,70136359.8,2024-05-09,2026-05-09,included,
